Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-04-29,BGR,Bulgaria,Sofia City,42.286287,23.616846,105809,56,411,105342,,,True,True,BG411
2021-04-29,BGR,Bulgaria,Sofia Region,,,12864,0,0,12864,,,True,True,BG412
2021-04-29,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,16950,3,0,16947,,,True,True,BG344
2021-04-29,BGR,Bulgaria,Targovishte,,,3688,1,0,3687,,,True,True,BG334
2021-04-29,BGR,Bulgaria,Varna,43.186206,27.59493,29897,0,11,29886,,,True,True,BG331
2021-04-29,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,9044,4,5,9035,,,True,True,BG321
2021-04-29,BGR,Bulgaria,Vidin,43.797295,22.68621,2688,18,14,2656,,,True,True,BG311
2021-04-29,BGR,Bulgaria,Vratsa,43.395067,23.759152,9841,0,2,9839,,,True,True,BG313
2021-04-29,BGR,Bulgaria,Yambol,,,6562,14,18,6530,,,True,True,BG343
2021-04-27,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,6905,152,,6753,,,True,True,HR047
2021-04-27,HRV,Croatia,Brodsko-Posavska,45.142404,17.821388,10728,164,,10564,,,True,True,HR04A
2021-04-27,HRV,Croatia,Dubrovačko-neretvanska,42.662368,18.15083,7936,131,,7805,,,True,True,HR037
2021-04-27,HRV,Croatia,Grad Zagreb,45.742196,16.008116,62078,2123,,59955,,,True,True,HR041
2021-04-27,HRV,Croatia,Istarska,45.203521,13.895312,6935,123,,6812,,,True,True,HR036
2021-04-27,HRV,Croatia,Karlovačka,45.292126,15.46427,9599,383,,9216,,,True,True,HR04D
2021-04-27,HRV,Croatia,Koprivničko-križevačka,46.066232,16.571467,7186,204,,6982,,,True,True,HR045
2021-04-27,HRV,Croatia,Krapinsko-zagorska županija,46.09492,15.919072,10330,320,,10010,,,True,True,HR043
2021-04-27,HRV,Croatia,Ličko-senjska,44.69075,15.422344,3706,128,,3578,,,True,True,HR032
2021-04-27,HRV,Croatia,Međimurska,46.410728,16.508315,12931,169,,12762,,,True,True,HR046
2021-04-27,HRV,Croatia,NOT SPECIFIED,,,,,304546,-304546,,,True,True,
2021-04-27,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,19118,818,,18300,,,True,True,HR04B
2021-04-27,HRV,Croatia,Požeško-slavonska,45.404899,17.562893,3523,99,,3424,,,True,True,HR049
2021-04-27,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,30156,408,,29748,,,True,True,HR031
2021-04-27,HRV,Croatia,Šibensko-kninska,43.89492,16.07332,9172,133,,9039,,,True,True,HR034
2021-04-27,HRV,Croatia,Sisačko-moslavačka,45.365583,16.424137,10531,113,,10418,,,True,True,HR04E
2021-04-27,HRV,Croatia,Splitsko-Dalmatinska,43.613438,16.730085,42476,570,,41906,,,True,True,HR035
2021-04-27,HRV,Croatia,Varaždinska,46.250434,16.293818,19069,451,,18618,,,True,True,HR044
2021-04-27,HRV,Croatia,Virovitičko-podravska,45.831646,17.385543,4132,89,,4043,,,True,True,HR048
2021-04-27,HRV,Croatia,Vukovarsko-srijemska,45.179126,18.877963,9803,179,,9624,,,True,True,HR04C
2021-04-27,HRV,Croatia,Zadarska,44.347845,15.959404,12391,190,,12201,,,True,True,HR033
2021-04-27,HRV,Croatia,Zagrebačka,45.82762,16.381796,26128,10,,26118,,,True,True,HR042
2021-04-27,CYP,Cyprus,Cyprus,35.167406,33.435499,64565,368,43482,20715,1519,,True,True,CY
2021-04-27,CZE,Czech Republic,NOT SPECIFIED,,,1626033,29141,1542244,54648,,,True,True,
2020-09-11,DNK,Denmark,Faroe,62.194921,-7.096614,0,0,,0,,,True,True,FRO
2020-09-11,DNK,Denmark,Greenland,71.702379,-42.177174,0,0,,0,,,True,True,GRL
2021-04-28,DNK,Denmark,Hovedstaden,55.675758,12.56902,,,,0,,,True,True,DK01
2021-04-28,DNK,Denmark,Mainland,56.031924,9.317572,,,,0,,,True,True,
2021-04-28,DNK,Denmark,Midtjylland,56.302139,9.302777,,,,0,,,True,True,DK04
2021-04-28,DNK,Denmark,Nordjylland,56.830742,9.493053,,,,0,,,True,True,DK05
2021-04-28,DNK,Denmark,NOT SPECIFIED,,,249785,2481,237753,9551,181,0,True,True,
2021-04-28,DNK,Denmark,Sjælland,55.92481,11.67126,,,,0,,,True,True,DK02
2021-04-28,DNK,Denmark,Syddanmark,55.675758,12.56902,,,,0,,,True,True,DK03
2021-04-28,EST,Estonia,Estonia,58.596209,25.023778,121232,1148,,120084,,,True,True,EE0
2021-04-28,FIN,Finland,Ahvenanmaa,60.240625,19.966666,373,,,373,,,True,True,FI200
2021-04-28,FIN,Finland,Etelä-Karjala,61.217899,28.550289,1063,,,1063,,,True,True,FI1C5
2021-04-28,FIN,Finland,Etelä-Pohjanmaa,62.833356,23.05691,781,,,781,,,True,True,FI194
2021-04-28,FIN,Finland,Etelä-Savo,61.813578,27.347685,919,,,919,,,True,True,FI1D1
2021-04-28,FIN,Finland,HUS,60.408524,24.7817,50550,,,50550,,,True,True,FI1B1
2021-04-28,FIN,Finland,Itä-Savo,62.073919,28.846114,301,,,301,,,True,True,FI1X1
2021-04-28,FIN,Finland,Kainuu,64.373656,28.743748,296,,,296,,,True,True,FI1D8
2021-04-28,FIN,Finland,Kanta-Häme,60.921424,24.354383,1547,,,1547,,,True,True,FI1C2
2021-04-28,FIN,Finland,Keski-Pohjanmaa,63.626887,24.066596,245,,,245,,,True,True,FI1D5
2021-04-28,FIN,Finland,Keski-Suomi,62.629133,25.476526,2462,,,2462,,,True,True,FI193
2021-04-28,FIN,Finland,Kymenlaakso,60.826543,26.889951,1419,,,1419,,,True,True,FI1C4
2021-04-28,FIN,Finland,Länsi-Pohja,66.133479,24.762611,591,,,591,,,True,True,FI1X2
2021-04-28,FIN,Finland,Lappi,67.847438,26.444542,619,,,619,,,True,True,FI1D7
2021-04-04,FIN,Finland,NOT SPECIFIED,,,,846,,-846,,,True,True,
2021-04-28,FIN,Finland,Päijät-Häme,61.217271,25.721465,2549,,,2549,,,True,True,FI1C3
2021-04-28,FIN,Finland,Pirkanmaa,61.715017,23.913902,4723,,,4723,,,True,True,FI197
2021-04-28,FIN,Finland,Pohjois-Karjala,62.918285,29.941761,682,,,682,,,True,True,FI1D3
2021-04-28,FIN,Finland,Pohjois-Pohjanmaa,64.217762,25.29512,2979,,,2979,,,True,True,FI1D9
2021-04-28,FIN,Finland,Pohjois-Savo,63.173162,27.465765,1225,,,1225,,,True,True,FI1D2
2021-04-28,FIN,Finland,Satakunta,61.527072,22.157717,1548,,,1548,,,True,True,FI196
2021-04-28,FIN,Finland,Vaasa,63.077479,22.196054,2368,,,2368,,,True,True,FI195
2021-04-28,FIN,Finland,Varsinais-Suomi,60.590424,22.623677,9165,,,9165,,,True,True,FI1C1
2020-03-18,FIN,Finland,West North,,,2,0,0,2,,,True,True,
2021-04-28,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,0,10914,46100,-57014,3547,666,True,True,FRK
2021-04-28,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,0,4512,17556,-22068,1379,211,True,True,FRC
2021-04-28,FRA,France,Bretagne,48.181767,-2.840778,0,1493,6779,-8272,835,116,True,True,FRH0
2021-04-28,FRA,France,Centre-Val de Loire,47.751569,1.675063,0,2489,10610,-13099,1098,214,True,True,FRB0
2021-04-28,FRA,France,Corse,42.151732,9.105559,0,191,856,-1047,82,12,True,True,FRM0
2021-04-28,FRA,France,Grand Est,48.688738,5.613275,0,9620,34411,-44031,2503,492,True,True,FRF
2021-04-28,FRA,France,Guadeloupe,16.192207,-61.272382,0,233,1057,-1290,182,33,True,True,FRY1
2021-04-28,FRA,France,Guyane,3.926082,-53.245309,0,95,2346,-2441,71,20,True,True,FRY3
2021-04-28,FRA,France,Hauts-de-France,49.96966,2.770434,0,8325,32852,-41177,3425,671,True,True,FRE
2021-04-28,FRA,France,Île-de-France,48.709229,2.503473,0,18825,86915,-105740,7789,1748,True,True,FR1
2021-04-28,FRA,France,La Réunion,-20.89066,55.455054,0,157,1429,-1586,154,42,True,True,FRY4
2021-04-28,FRA,France,Martinique,14.63554,-61.022814,0,76,647,-723,122,29,True,True,FRY2
2021-04-28,FRA,France,Mayotte,-12.824511,45.165455,0,125,1230,-1355,22,6,True,True,FRY5
2021-04-28,FRA,France,Normandie,48.880101,-0.073045,0,3034,12104,-15138,1452,232,True,True,FRD
2021-04-28,FRA,France,NOT SPECIFIED,,,5626985,,,5626985,,,True,True,
2021-04-28,FRA,France,Nouvelle-Aquitaine,45.479897,0.410462,0,3501,14811,-18312,1410,286,True,True,FRI
2021-04-28,FRA,France,Occitanie,43.703195,2.143601,0,4139,18840,-22979,1858,399,True,True,FRJ
2021-04-28,FRA,France,Pays de la Loire,47.479115,-0.811996,0,2503,11471,-13974,951,162,True,True,FRG0
2021-04-28,FRA,France,Provence-Alpes-Côte d'Azur,43.956994,6.062951,0,7453,36267,-43720,3031,540,True,True,FRL
2021-04-29,DEU,Germany,Baden-Württemberg,48.537648,9.049199,435322,9293,,426029,,,True,True,DE1
2021-04-29,DEU,Germany,Bayern,48.947574,11.419913,585055,14055,,571000,,,True,True,DE2
2021-04-29,DEU,Germany,Berlin,52.501532,13.40185,166046,3200,,162846,,,True,True,DE3
2021-04-29,DEU,Germany,Brandenburg,53.109014,12.140724,100710,3534,,97176,,,True,True,DE4
2021-04-29,DEU,Germany,Bremen,53.108678,8.785951,24812,451,,24361,,,True,True,DE5
2021-04-29,DEU,Germany,Hamburg,53.54464,10.027798,70912,1474,,69438,,,True,True,DE6
2021-04-29,DEU,Germany,Hessen,50.603242,9.031057,258487,6815,,251672,,,True,True,DE7
2021-04-29,DEU,Germany,Mecklenburg-Vorpommern,53.721962,12.496035,39298,980,,38318,,,True,True,DE8
2021-04-29,DEU,Germany,Niedersachsen,52.765527,9.162019,233766,5260,,228506,,,True,True,DE9
2021-04-29,DEU,Germany,Nordrhein-Westfalen,51.479706,7.56208,724667,15375,,709292,,,True,True,DEA
2021-04-29,DEU,Germany,NOT SPECIFIED,,,,,2975200,-2975200,,,True,True,
2020-03-03,DEU,Germany,Repatriierte,,,2,,,2,,,True,True,
2021-04-29,DEU,Germany,Rheinland-Pfalz,49.50932,7.909356,137562,3539,,134023,,,True,True,DEB
2021-04-29,DEU,Germany,Saarland,49.384368,6.953135,36616,955,,35661,,,True,True,DEC
2021-04-29,DEU,Germany,Sachsen,51.052334,13.348561,258178,9016,,249162,,,True,True,DED
2021-04-29,DEU,Germany,Sachsen-Anhalt,52.013193,11.700691,88837,3053,,85784,,,True,True,DEE
2021-04-29,DEU,Germany,Schleswig Holstein,54.0295,9.705555,57982,1504,,56478,,,True,True,DEF
2021-04-29,DEU,Germany,Thüringen,50.903878,11.02488,114282,3776,,110506,,,True,True,DEG
2021-04-28,GRC,Greece,NOT SPECIFIED,,,340493,10242,93764,236487,,,True,True,
2021-04-28,HUN,Hungary,NOT SPECIFIED,,,774399,27172,497084,250143,5907,702,True,True,
2021-04-28,ISL,Iceland,NOT SPECIFIED,,,6456,29,6244,183,,,False,True,
2021-04-28,IRL,Ireland,Ireland,53.41975,-8.240472,247857,4896,,242961,14192,1502,True,True,IE
2021-04-28,ITA,Italy,Abruzzo,42.228034,13.855137,70873,2391,59926,8556,431,42,True,True,ITF1
2021-04-28,ITA,Italy,Basilicata,40.500665,16.082246,23615,528,16957,6130,171,9,True,True,ITF5
2021-04-28,ITA,Italy,Bolzano,46.697344,11.417082,70986,1160,68926,900,69,4,True,True,ITH1
2021-04-28,ITA,Italy,Calabria,39.225585,16.418474,59197,1005,43305,14887,520,45,True,True,ITF6
2021-04-28,ITA,Italy,Campania,41.059945,14.785097,387908,6336,289769,91803,1643,136,True,True,ITF3
2021-04-28,ITA,Italy,Emilia-Romagna,44.536563,11.019909,367071,12843,308683,45545,2040,250,True,True,ITH5
2021-04-28,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,104835,3687,93020,8128,296,32,True,True,ITH4
2021-04-28,ITA,Italy,Lazio,41.981132,12.767224,321479,7620,268214,45645,2602,307,True,True,ITI4
2021-04-28,ITA,Italy,Liguria,44.144781,8.140492,98839,4163,89050,5626,562,66,True,True,ITC3
2021-04-28,ITA,Italy,Lombardia,45.622479,9.770824,800100,32789,715042,52269,4282,575,True,True,ITC4
2021-04-28,ITA,Italy,Marche,43.366624,13.106678,97067,2924,87947,6196,506,68,True,True,ITI3
2021-04-28,ITA,Italy,Molise,41.597834,14.548702,13152,472,12076,604,55,11,True,True,ITF2
2021-04-28,ITA,Italy,Piemonte,45.060965,7.926836,343273,11219,315596,16458,2487,223,True,True,ITC1
2021-04-28,ITA,Italy,Puglia,40.984631,16.620464,231996,5806,177547,48643,1916,231,True,True,ITF4
2021-04-28,ITA,Italy,Sardegna,40.090225,9.036223,54053,1374,35224,17455,417,46,True,True,ITG2
2021-04-28,ITA,Italy,Sicilia,37.587635,14.155497,206565,5368,175825,25372,1394,172,True,True,ITG1
2021-04-28,ITA,Italy,Toscana,43.459993,11.136697,224920,6128,197525,21267,1670,256,True,True,ITI1
2021-04-28,ITA,Italy,Trento,46.139153,10.830791,43832,1340,41382,1110,100,26,True,True,ITH2
2021-04-28,ITA,Italy,Umbria,42.966781,12.49094,54134,1349,49877,2908,193,33,True,True,ITI2
2021-04-28,ITA,Italy,Valle d'Aosta,45.732414,7.393651,10823,455,9618,750,57,8,True,True,ITC2
2021-04-28,ITA,Italy,Veneto,45.664735,11.84235,410176,11299,376358,22519,1160,171,True,True,ITH3
2021-04-18,XKX,Kosovo,NOT SPECIFIED,41.85637,21.803351,104042,2129,,,,,False,False,XK
2021-04-28,LVA,Latvia,Latvia,56.875584,24.607722,117099,2118,,114981,,,True,True,LV0
2021-04-28,LIE,Liechtenstein,Liechtenstein,47.164696,9.555,2908,57,2774,77,,,False,False,LI
2021-04-27,LTU,Lithuania,Lithuania,55.174112,23.906736,244552,3900,220565,20087,,,True,True,LT
2021-04-27,LUX,Luxembourg,Luxembourg,49.815764,6.131514,66826,792,,66034,,,True,True,LU
2021-04-28,MLT,Malta,Malta,35.946151,14.384612,30249,413,29462,374,,,True,True,MT001
2021-04-28,MDA,Moldova,Moldova,46.979527,28.377195,250138,5780,238926,5432,,,False,False,MD
2021-04-28,MCO,Monaco,Monaco,43.738348,7.424451,2447,32,2342,73,,,False,False,MC
2021-04-28,MNE,Montenegro,Montenegro,42.710152,19.410069,97080,1485,,95595,315,,False,True,ME
2021-04-28,NLD,Netherlands,Drenthe,52.863149,6.623756,30481,342,,30139,513,,True,True,NL13
2021-04-28,NLD,Netherlands,Flevoland,52.436257,5.519078,33239,233,,33006,611,,True,True,NL23
2021-04-28,NLD,Netherlands,Friesland,53.089388,5.871457,38736,463,,38273,467,,True,True,NL12
2021-04-28,NLD,Netherlands,Gelderland,52.061726,5.945178,165305,1966,,163339,2831,,True,True,NL22
2021-04-28,NLD,Netherlands,Groningen,53.291466,6.700488,33702,239,,33463,376,,True,True,NL11
2021-04-28,NLD,Netherlands,Limburg,51.207579,5.936318,100003,1579,,98424,2503,,True,True,NL42
2021-04-28,NLD,Netherlands,North Brabant,51.527534,5.590194,237203,3062,,234141,4736,,True,True,NL41
2021-04-28,NLD,Netherlands,North Holland,52.551824,4.876581,251027,2504,,248523,4406,,True,True,NL32
2020-07-17,NLD,Netherlands,NOT SPECIFIED,,,0,6138,0,-6138,11894,0,True,True,
2021-04-28,NLD,Netherlands,Overijssel,52.445136,6.4476,96652,1107,,95545,1289,,True,True,NL21
2021-04-28,NLD,Netherlands,South Holland,51.968696,4.541274,355216,4135,,351081,7564,,True,True,NL33
2021-04-28,NLD,Netherlands,Utrecht,52.078728,5.214048,114252,1240,,113012,2518,,True,True,NL31
2021-04-28,NLD,Netherlands,Zeeland,51.312779,3.786651,25507,234,,25273,703,,True,True,NL34
2021-04-28,MKD,North Macedonia,North Macedonia,41.611,21.751417,151569,4772,131530,15267,,,False,True,MK
2021-04-28,NOR,Norway,Agder,58.699661,7.618403,3166,,,3166,,,False,True,NO04
2021-04-28,NOR,Norway,Innlandet,61.43354,10.427144,4541,,,4541,,,False,True,NO02
2021-04-28,NOR,Norway,Møre og Romsdal,62.543569,8.540539,1755,,,1755,,,False,True,NO053
2021-04-28,NOR,Norway,Nordland,66.679716,14.635752,1486,,,1486,,,False,True,NO071
2021-04-28,NOR,Norway,NOT SPECIFIED,,,,753,,-753,4186,802,False,True,
2021-04-28,NOR,Norway,Oslo,59.979683,10.738335,33061,,,33061,,,False,True,NO011
2020-03-31,NOR,Norway,Outside mainland Norway,,,1,0,0,1,0,0,False,True,
2021-04-28,NOR,Norway,Rogaland,58.58709,6.206792,5977,,,5977,,,False,True,NO043
2021-04-28,NOR,Norway,Troms og Finnmark,70.239335,26.12935,1552,,,1552,,,False,True,NO072
2021-04-28,NOR,Norway,Trøndelag,63.421183,11.529951,3987,,,3987,,,False,True,NO06
2021-04-28,NOR,Norway,Vestfold og Telemark,59.493612,8.722188,6072,,,6072,,,False,True,NO033
2021-04-28,NOR,Norway,Vestland,60.952729,6.513828,8848,,,8848,,,False,True,NO05
2021-04-28,NOR,Norway,Viken,60.020274,9.849655,39217,,,39217,,,False,True,NO012
2021-04-28,POL,Poland,NOT SPECIFIED,,,2776927,66533,2473974,236420,,,True,True,
2021-04-27,PRT,Portugal,Açores,37.775525,-25.494927,4701,31,,4670,,,True,True,PT20
2021-04-27,PRT,Portugal,Alentejo,38.485499,-8.006668,29754,970,,28784,,,True,True,PT18
2021-04-27,PRT,Portugal,Algarve,37.218389,-8.198488,21588,357,,21231,,,True,True,PT15
2021-04-27,PRT,Portugal,Centro,40.111812,-8.012768,118521,3014,,115507,,,True,True,PT16
2020-03-27,PRT,Portugal,Estrageiro,,,21,0,0,21,0,0,True,True,
2021-04-27,PRT,Portugal,Lisbon,38.623843,-8.88436,315879,7193,,308686,,,True,True,PT17
2021-04-27,PRT,Portugal,Madeira,32.736252,-16.972663,9161,68,,9093,,,True,True,PT30
2021-04-27,PRT,Portugal,Norte,41.457206,-7.678153,335387,5337,,330050,,,True,True,PT11
2021-04-27,PRT,Portugal,NOT SPECIFIED,,,,,794205,-794205,346,86,True,True,
2021-04-28,ROU,Romania,Alba,46.172367,23.487279,20403,,,20403,,,True,True,RO121
2021-04-28,ROU,Romania,Arad,46.273235,21.758454,23138,,,23138,,,True,True,RO421
2021-04-28,ROU,Romania,Argeș,45.072253,24.814273,26360,,,26360,,,True,True,RO311
2021-04-28,ROU,Romania,Bacău,46.42171,26.773519,25557,,,25557,,,True,True,RO211
2021-04-28,ROU,Romania,Bihor,46.942178,22.210795,28235,,,28235,,,True,True,RO111
2021-04-28,ROU,Romania,Bistrița-Năsăud,47.237306,24.522034,11529,,,11529,,,True,True,RO112
2021-04-28,ROU,Romania,Botoșani,47.85927,26.763139,13825,,,13825,,,True,True,RO212
2021-04-28,ROU,Romania,Brăila,45.0878,27.673222,12890,,,12890,,,True,True,RO221
2021-04-28,ROU,Romania,Brașov,45.765228,25.302188,42667,,,42667,,,True,True,RO122
2021-04-28,ROU,Romania,București,44.442674,26.08861,179235,,,179235,,,True,True,RO321
2021-04-28,ROU,Romania,Buzău,45.245475,26.750309,12158,,,12158,,,True,True,RO222
2021-04-28,ROU,Romania,Călărași,44.313456,27.020712,9793,,,9793,,,True,True,RO312
2021-04-28,ROU,Romania,Caraș-Severin,45.150492,22.042977,10847,,,10847,,,True,True,RO422
2021-04-28,ROU,Romania,Cluj,46.812237,23.53594,55924,,,55924,,,True,True,RO113
2021-04-28,ROU,Romania,Costanza,44.244926,28.247767,42042,,,42042,,,True,True,RO223
2021-04-28,ROU,Romania,Covasna,45.938093,25.990767,8177,,,8177,,,True,True,RO123
2021-04-28,ROU,Romania,Dâmbovița,44.864944,25.496775,22044,,,22044,,,True,True,RO313
2021-04-28,ROU,Romania,Dolj,44.140792,23.613526,25944,,,25944,,,True,True,RO411
2021-04-28,ROU,Romania,Galați,45.792748,27.75769,26854,,,26854,,,True,True,RO224
2021-04-28,ROU,Romania,Giurgiu,44.144127,25.881413,10764,,,10764,,,True,True,RO314
2021-04-28,ROU,Romania,Gorj,45.004246,23.322863,9082,,,9082,,,True,True,RO412
2021-04-28,ROU,Romania,Harghita,46.549997,25.558475,7888,,,7888,,,True,True,RO124
2021-04-28,ROU,Romania,Hunedoara,45.753652,22.938806,22330,,,22330,,,True,True,RO423
2021-04-28,ROU,Romania,Iași,47.221224,27.311502,10553,,,10553,,,True,True,RO213
2021-04-28,ROU,Romania,Ialomița,44.627356,27.256013,41555,,,41555,,,True,True,RO315
2021-04-28,ROU,Romania,Ilfov,44.286638,26.144699,44110,,,44110,,,True,True,RO322
2021-04-28,ROU,Romania,Maramureș,47.671302,23.981463,20069,,,20069,,,True,True,RO114
2021-04-28,ROU,Romania,Mehedinți,44.365324,22.737138,8022,,,8022,,,True,True,RO413
2021-04-28,ROU,Romania,Mureș,46.609503,24.697133,23145,,,23145,,,True,True,RO125
2021-04-28,ROU,Romania,Neamț,46.969735,26.375809,18242,,,18242,,,True,True,RO214
2021-04-28,ROU,Romania,NOT SPECIFIED,,,,27833,,-27833,,,True,True,
2021-04-28,ROU,Romania,Olt,44.272504,24.439351,14174,,,14174,,,True,True,RO414
2021-04-28,ROU,Romania,Prahova,45.114672,26.015788,33720,,,33720,,,True,True,RO316
2021-04-28,ROU,Romania,Sălaj,47.18438,23.106887,10619,,,10619,,,True,True,RO116
2021-04-28,ROU,Romania,Satu Mare,47.705953,22.898922,12763,,,12763,,,True,True,RO115
2021-04-28,ROU,Romania,Sibiu,45.85906,24.245264,25600,,,25600,,,True,True,RO126
2021-04-28,ROU,Romania,Suceava,47.637703,25.82751,23775,,,23775,,,True,True,RO215
2021-04-28,ROU,Romania,Teleorman,44.027822,25.197899,13272,,,13272,,,True,True,RO317
2021-04-28,ROU,Romania,Timiș,45.743832,21.377998,53209,,,53209,,,True,True,RO424
2021-04-28,ROU,Romania,Tulcea,44.986929,28.858105,8157,,,8157,,,True,True,RO225
2021-04-28,ROU,Romania,Vâlcea,45.096033,24.110629,15955,,,15955,,,True,True,RO415
